Codigo_Cliente,Tipo_De_Persona,Segmento,Edad,Zona,Sexo,Limite_TC
322571.0,N,Clasico,30.0,Metropolitana,F,41000.0
322580.0,N,Clasico,22.0,Metropolitana,F,16000.0
322586.0,N,Clasico,50.0,Metropolitana,M,58000.0
322589.0,N,Preferencial,39.0,Metropolitana,M,50000.0
322593.0,N,Clasico,38.0,Norte,M,16000.0
322595.0,N,Clasico,32.0,Metropolitana,M,15000.0
322604.0,N,Emergente,43.0,Metropolitana,F,88500.0
322610.0,N,Clasico,33.0,Metropolitana,F,15000.0
322623.0,N,Emergente,40.0,Norte,F,36000.0
322634.0,N,Clasico,25.0,Metropolitana,M,8000.0
322643.0,N,Clasico,40.0,Metropolitana,F,25000.0
322656.0,N,Clasico,35.0,Norte,M,15000.0
322667.0,N,Clasico,30.0,Norte,F,37500.0
322669.0,N,Preferencial,55.0,Norte,M,53000.0
322676.0,N,Emergente,28.0,Metropolitana,F,138000.0
322682.0,N,Prestige,53.0,Metropolitana,M,200000.0
322684.0,N,Clasico,30.0,Metropolitana,M,15000.0
322700.0,N,Clasico,52.0,Norte,M,15000.0
322701.0,N,Emergente,40.0,Norte,M,15000.0
322702.0,N,Preferencial,28.0,Metropolitana,F,75000.0
322720.0,N,Emergente,60.0,Metropolitana,M,53000.0
322721.0,N,Emergente,35.0,Metropolitana,M,100000.0
322723.0,N,Mi_Negocio,45.0,Metropolitana,M,80000.0
322731.0,N,Mi_Negocio,32.0,Norte,M,15000.0
322741.0,N,Emergente,42.0,Metropolitana,M,48000.0
322760.0,N,Emergente,50.0,Metropolitana,M,79000.0
322768.0,N,Clasico,25.0,Metropolitana,F,15000.0
322775.0,N,Clasico,27.0,Norte,F,15000.0
322780.0,N,Clasico,32.0,Norte,F,30000.0
322790.0,N,Clasico,47.0,Metropolitana,F,15000.0
322792.0,N,Emergente,45.0,Norte,M,70300.0
322793.0,N,Clasico,60.0,Metropolitana,M,15000.0
322794.0,N,Emergente,33.0,Metropolitana,M,32000.0
322804.0,N,Emergente,43.0,Metropolitana,M,16000.0
322806.0,N,Clasico,36.0,Metropolitana,F,31500.0
322812.0,N,Preferencial,54.0,Norte,M,18000.0
322819.0,N,Mi_Negocio,28.0,Norte,M,40000.0
322837.0,N,Emergente,28.0,Norte,F,31500.0
322841.0,N,Emergente,55.0,Norte,M,94000.0
322845.0,N,Clasico,44.0,Norte,F,15000.0
322846.0,N,Clasico,32.0,Metropolitana,M,15000.0
322849.0,N,Emergente,41.0,Norte,M,72000.0
322850.0,N,Clasico,26.0,Metropolitana,M,25000.0
322854.0,N,Emergente,34.0,Metropolitana,F,15000.0
322856.0,N,Emergente,75.0,Metropolitana,M,125000.0
322868.0,N,Preferencial,48.0,Metropolitana,F,70000.0
322891.0,N,Clasico,44.0,Norte,M,40000.0
322898.0,N,Clasico,29.0,Metropolitana,F,50000.0
322904.0,N,Clasico,29.0,Norte,M,15000.0
322910.0,N,Emergente,40.0,Norte,M,22000.0
322913.0,N,Clasico,45.0,Norte,M,104000.0
322916.0,N,Clasico,26.0,Metropolitana,M,15000.0
322925.0,N,Preferencial,47.0,Norte,F,36000.0
322929.0,N,Preferencial,37.0,Norte,F,15000.0
322932.0,N,Emergente,61.0,Metropolitana,M,172500.0
322935.0,N,Emergente,32.0,Norte,M,25000.0
322956.0,N,,26.0,Norte,F,17000.0
322970.0,N,Clasico,40.0,Metropolitana,F,15000.0
322976.0,N,Emergente,37.0,Metropolitana,F,46000.0
322981.0,N,Clasico,37.0,Metropolitana,F,15000.0
322990.0,N,Preferencial,68.0,Metropolitana,M,150000.0
322991.0,N,Clasico,25.0,Metropolitana,F,15000.0
322992.0,N,Clasico,42.0,Norte,F,25000.0
323009.0,N,Preferencial,61.0,Metropolitana,M,42000.0
323011.0,N,Clasico,40.0,Norte,F,15000.0
323012.0,N,Clasico,43.0,Norte,M,76000.0
323021.0,N,Emergente,63.0,Norte,M,110000.0
323032.0,N,Preferencial,32.0,Metropolitana,M,263000.0
323034.0,N,Emergente,36.0,Metropolitana,M,15000.0
323042.0,N,Clasico,44.0,Norte,M,15000.0
323045.0,N,Clasico,54.0,Metropolitana,F,39000.0
323050.0,N,Preferencial,35.0,Norte,M,54000.0
323053.0,N,Mi_Negocio,43.0,Norte,F,105000.0
323054.0,N,Emergente,61.0,Norte,M,25000.0
323061.0,N,Mi_Negocio,44.0,Norte,M,54000.0
323063.0,N,Prestige,51.0,Norte,M,126000.0
323064.0,N,Preferencial,41.0,Metropolitana,M,122000.0
323079.0,N,Clasico,28.0,Metropolitana,F,37500.0
323080.0,N,Clasico,37.0,Norte,M,30000.0
323089.0,N,Clasico,37.0,Metropolitana,M,15000.0
323103.0,N,Clasico,42.0,Norte,M,15000.0
323106.0,N,Clasico,26.0,Norte,M,37500.0
323131.0,N,Clasico,28.0,Norte,M,15000.0
323133.0,N,Emergente,31.0,Metropolitana,M,66000.0
323136.0,N,Clasico,38.0,Norte,F,15000.0
323137.0,N,Clasico,37.0,Norte,F,16000.0
323146.0,N,Clasico,24.0,Norte,M,11000.0
323147.0,N,Emergente,33.0,Norte,M,39000.0
323152.0,N,Clasico,29.0,Metropolitana,F,39000.0
323154.0,N,Clasico,27.0,Metropolitana,M,15000.0
323165.0,N,Clasico,38.0,Norte,F,15000.0
323167.0,N,Clasico,50.0,Norte,F,22500.0
323169.0,N,Clasico,27.0,Norte,F,15000.0
323171.0,N,Clasico,26.0,Norte,F,10000.0
323185.0,N,Clasico,26.0,Metropolitana,F,15000.0
323227.0,N,Clasico,50.0,Metropolitana,M,25000.0
323247.0,N,Clasico,63.0,Metropolitana,M,21000.0
323248.0,N,Preferencial,36.0,Metropolitana,F,40000.0
323250.0,N,Clasico,37.0,Metropolitana,M,22500.0
323256.0,N,Emergente,42.0,Metropolitana,F,180000.0
323259.0,N,Preferencial,38.0,Norte,M,55000.0
323266.0,N,Clasico,29.0,Metropolitana,M,32000.0
323269.0,N,Emergente,27.0,Norte,M,15000.0
323277.0,N,Clasico,30.0,Norte,M,37000.0
323280.0,N,Emergente,23.0,Norte,M,97500.0
323300.0,N,Emergente,39.0,Metropolitana,F,46000.0
323321.0,N,Clasico,27.0,Metropolitana,M,52000.0
323322.0,N,Emergente,26.0,Metropolitana,M,52000.0
323324.0,N,Clasico,38.0,Norte,F,25000.0
323334.0,N,Prestige,40.0,Metropolitana,M,100000.0
323354.0,N,Clasico,31.0,Norte,F,15000.0
323358.0,N,Clasico,33.0,Norte,M,30000.0
323369.0,N,Clasico,46.0,Metropolitana,F,15000.0
323372.0,N,Clasico,27.0,Metropolitana,M,15000.0
323382.0,N,Emergente,27.0,Metropolitana,F,53000.0
323383.0,N,Clasico,28.0,Metropolitana,M,30000.0
323385.0,N,Emergente,59.0,Metropolitana,F,62000.0
323392.0,N,Clasico,45.0,Norte,F,32000.0
323393.0,N,Emergente,41.0,Norte,F,15000.0
323396.0,N,Clasico,27.0,Norte,M,61000.0
323397.0,N,Clasico,44.0,Metropolitana,M,44000.0
323410.0,N,Clasico,34.0,Norte,M,15000.0
323411.0,N,Clasico,27.0,Metropolitana,F,35000.0
323417.0,N,Emergente,40.0,Norte,F,79500.0
323419.0,N,Preferencial,28.0,Norte,M,32000.0
323424.0,N,Clasico,34.0,Norte,M,25000.0
323427.0,N,Clasico,27.0,Norte,M,15000.0
323431.0,N,Clasico,30.0,Norte,M,90000.0
323444.0,N,Clasico,38.0,Metropolitana,F,22500.0
323446.0,N,Preferencial,25.0,Norte,F,120000.0
323455.0,N,Emergente,41.0,Norte,F,50000.0
323463.0,N,Clasico,26.0,Norte,F,32000.0
323466.0,N,Clasico,42.0,Metropolitana,F,15000.0
323490.0,N,Clasico,29.0,Metropolitana,M,60000.0
323492.0,N,Emergente,35.0,Norte,M,150000.0
323496.0,N,Emergente,27.0,Metropolitana,F,40000.0
323497.0,N,Clasico,33.0,Norte,M,17000.0
323498.0,N,Clasico,27.0,Norte,M,22500.0
323506.0,N,Preferencial,29.0,Norte,M,75000.0
323509.0,N,Emergente,32.0,Norte,M,50000.0
323511.0,N,Clasico,25.0,Metropolitana,F,31500.0
323522.0,N,Clasico,39.0,Norte,F,15000.0
323535.0,N,Emergente,49.0,Metropolitana,M,63000.0
323536.0,N,Clasico,31.0,Metropolitana,M,30000.0
323538.0,N,Emergente,28.0,Norte,M,45000.0
323539.0,N,Clasico,27.0,Metropolitana,F,25000.0
323542.0,N,Prestige,43.0,Metropolitana,M,62000.0
323552.0,N,Clasico,27.0,Metropolitana,M,20000.0
323553.0,N,Emergente,45.0,Metropolitana,M,60000.0
323565.0,N,Emergente,26.0,Norte,M,40000.0
323566.0,N,Emergente,34.0,Norte,M,48000.0
323579.0,N,Emergente,32.0,Metropolitana,F,25000.0
323581.0,N,Clasico,27.0,Norte,F,37000.0
323586.0,N,Clasico,29.0,Metropolitana,F,32000.0
323591.0,N,Clasico,25.0,Metropolitana,M,55000.0
323592.0,N,Emergente,37.0,Norte,M,32000.0
323597.0,N,Emergente,26.0,Metropolitana,F,66000.0
323603.0,N,Emergente,27.0,Norte,M,45000.0
323605.0,N,Emergente,27.0,Metropolitana,M,164000.0
323606.0,N,Emergente,43.0,Norte,M,20000.0
323607.0,N,Emergente,37.0,Norte,F,42000.0
323608.0,N,Preferencial,37.0,Metropolitana,F,30000.0
323613.0,N,Emergente,63.0,Metropolitana,M,137500.0
323619.0,N,Clasico,42.0,Norte,F,80000.0
323622.0,N,Preferencial,28.0,Metropolitana,F,53000.0
323629.0,N,Emergente,36.0,Metropolitana,F,30000.0
323638.0,N,Clasico,27.0,Metropolitana,M,25000.0
323640.0,N,Emergente,24.0,Metropolitana,F,34000.0
323641.0,N,Emergente,26.0,Metropolitana,F,55000.0
323646.0,N,Emergente,41.0,Norte,M,85000.0
323650.0,N,Emergente,25.0,Metropolitana,M,52500.0
323651.0,N,Emergente,25.0,Metropolitana,M,109000.0
323653.0,N,Emergente,51.0,Norte,M,122000.0
323655.0,N,Emergente,28.0,Metropolitana,M,30000.0
323657.0,N,Clasico,26.0,Metropolitana,F,16000.0
323665.0,N,Clasico,28.0,Norte,M,36000.0
323670.0,N,Clasico,34.0,Metropolitana,F,48000.0
323674.0,N,Emergente,34.0,Norte,F,42000.0
323679.0,N,Preferencial,25.0,Metropolitana,F,60000.0
323680.0,N,Emergente,29.0,Norte,M,96000.0
323693.0,N,Clasico,28.0,Norte,M,34500.0
323700.0,N,Emergente,27.0,Metropolitana,F,64000.0
323701.0,N,Clasico,25.0,Metropolitana,M,89000.0
323708.0,N,Clasico,42.0,Norte,M,32000.0
323711.0,N,Clasico,33.0,Norte,F,15000.0
323720.0,N,Emergente,44.0,Norte,M,15000.0
323723.0,N,Emergente,61.0,Metropolitana,F,80000.0
323724.0,N,Clasico,34.0,Norte,F,15000.0
323726.0,N,Emergente,29.0,Norte,F,32000.0
323728.0,N,Emergente,38.0,Norte,F,15000.0
323737.0,N,Emergente,58.0,Norte,F,21000.0
323752.0,N,Emergente,49.0,Metropolitana,F,15000.0
323768.0,N,Emergente,45.0,Metropolitana,F,255000.0
323775.0,N,Clasico,52.0,Metropolitana,M,22500.0
323778.0,N,Emergente,29.0,Metropolitana,M,40000.0
323784.0,N,Prestige,33.0,Norte,M,105000.0
323786.0,N,Clasico,63.0,Metropolitana,M,20000.0
323788.0,N,Emergente,35.0,Norte,F,15000.0
323792.0,N,Emergente,44.0,Metropolitana,M,15000.0
323797.0,N,Clasico,39.0,Metropolitana,M,15000.0
323817.0,N,Clasico,31.0,Metropolitana,M,21000.0
323825.0,N,Emergente,52.0,Norte,F,66000.0
323832.0,N,Emergente,36.0,Metropolitana,M,32000.0
323835.0,N,Clasico,27.0,Metropolitana,F,52000.0
323842.0,N,Emergente,26.0,Norte,F,33000.0
323844.0,N,Clasico,50.0,Norte,F,32000.0
323847.0,N,Clasico,30.0,Norte,M,20000.0
323851.0,N,Emergente,54.0,Metropolitana,M,32000.0
323854.0,N,Emergente,26.0,Metropolitana,F,32000.0
323858.0,N,Prestige,44.0,Metropolitana,M,32000.0
323860.0,N,Emergente,27.0,Norte,M,79000.0
323873.0,N,Preferencial,43.0,Metropolitana,F,250000.0
323875.0,N,Clasico,26.0,Metropolitana,F,22500.0
323876.0,N,Clasico,28.0,Metropolitana,F,56000.0
323877.0,N,Emergente,40.0,Metropolitana,M,15000.0
323884.0,N,Emergente,30.0,Metropolitana,F,15000.0
323886.0,N,Preferencial,25.0,Metropolitana,M,39000.0
323891.0,N,Clasico,30.0,Norte,M,33000.0
323896.0,N,Clasico,26.0,Metropolitana,F,61000.0
323898.0,N,Emergente,22.0,Norte,M,60000.0
323902.0,N,Emergente,59.0,Metropolitana,M,68000.0
323905.0,N,Emergente,24.0,Metropolitana,M,58000.0
323907.0,N,Clasico,28.0,Norte,F,150000.0
323909.0,N,Clasico,41.0,Metropolitana,M,33000.0
323923.0,N,Prestige,43.0,Metropolitana,M,50000.0
323931.0,N,Clasico,29.0,Metropolitana,F,37500.0
323939.0,N,Clasico,38.0,Norte,M,33000.0
323940.0,N,Emergente,29.0,Metropolitana,M,59000.0
323943.0,N,Preferencial,71.0,Metropolitana,M,300000.0
323953.0,N,Emergente,55.0,Norte,F,70000.0
323955.0,N,Clasico,47.0,Norte,F,15000.0
323961.0,N,Clasico,50.0,Metropolitana,M,15000.0
323962.0,N,Emergente,36.0,Metropolitana,M,48000.0
323968.0,N,Clasico,36.0,Metropolitana,F,44000.0
323969.0,N,Clasico,27.0,Metropolitana,M,25000.0
323985.0,N,Emergente,28.0,Metropolitana,F,210000.0
324001.0,N,Clasico,29.0,Norte,M,28500.0
324003.0,N,Emergente,46.0,Metropolitana,M,105000.0
324023.0,N,Emergente,41.0,Metropolitana,F,60000.0
324025.0,N,Preferencial,29.0,Norte,M,37000.0
324032.0,N,Emergente,24.0,Metropolitana,M,100000.0
324035.0,N,Clasico,28.0,Norte,M,25000.0
324048.0,N,Clasico,28.0,Metropolitana,F,15000.0
324059.0,N,Emergente,43.0,Norte,M,15000.0
324065.0,N,Clasico,45.0,Metropolitana,F,100000.0
324074.0,N,Clasico,52.0,Metropolitana,M,15000.0
324079.0,N,Emergente,35.0,Norte,F,30000.0
324081.0,N,Clasico,28.0,Metropolitana,F,60000.0
324086.0,N,Emergente,27.0,Norte,M,32000.0
324097.0,N,Preferencial,38.0,Norte,M,111000.0
324098.0,N,Clasico,30.0,Metropolitana,F,60000.0
324107.0,N,Clasico,24.0,Norte,F,47000.0
324126.0,N,Emergente,49.0,Metropolitana,M,100000.0
324129.0,N,Emergente,34.0,Norte,M,53000.0
324132.0,N,Emergente,25.0,Metropolitana,M,39000.0
324143.0,N,Preferencial,29.0,Metropolitana,F,32000.0
324145.0,N,Clasico,66.0,Norte,F,40000.0
324151.0,N,Emergente,46.0,Metropolitana,M,40000.0
324160.0,N,Emergente,53.0,Metropolitana,F,110000.0
324162.0,N,Clasico,29.0,Norte,F,30000.0
324163.0,N,Clasico,40.0,Norte,F,32000.0
324175.0,N,Clasico,25.0,Metropolitana,M,137500.0
324187.0,N,Emergente,53.0,Metropolitana,F,50000.0
324189.0,N,Emergente,53.0,Metropolitana,F,20000.0
324192.0,N,Prestige,49.0,Metropolitana,F,105000.0
324193.0,N,Preferencial,47.0,Metropolitana,F,300000.0
324202.0,N,Emergente,39.0,Norte,M,42000.0
324203.0,N,Clasico,31.0,Metropolitana,M,30000.0
324204.0,N,Clasico,26.0,Norte,F,36000.0
324205.0,N,Emergente,47.0,Norte,F,32000.0
324210.0,N,Emergente,28.0,Metropolitana,M,87000.0
324213.0,N,Clasico,26.0,Metropolitana,M,68000.0
324216.0,N,Clasico,29.0,Norte,M,50000.0
324222.0,N,Emergente,27.0,Metropolitana,M,71000.0
324237.0,N,Prestige,29.0,Metropolitana,M,200000.0
324240.0,N,Clasico,27.0,Metropolitana,F,37000.0
324244.0,N,Clasico,28.0,Metropolitana,M,15000.0
324246.0,N,Emergente,24.0,Norte,M,55000.0
324248.0,N,Clasico,27.0,Norte,M,77000.0
324276.0,N,Emergente,30.0,Norte,M,53000.0
324278.0,N,Clasico,43.0,Norte,F,15000.0
324294.0,N,Mi_Negocio,54.0,Norte,F,105000.0
324295.0,N,Preferencial,48.0,Metropolitana,M,40000.0
324297.0,N,Clasico,33.0,Norte,F,30000.0
324298.0,N,Clasico,26.0,Norte,M,15000.0
324307.0,N,Clasico,49.0,Metropolitana,M,25000.0
324312.0,N,Preferencial,36.0,Metropolitana,F,105000.0
324314.0,N,Emergente,31.0,Metropolitana,M,29000.0
324315.0,N,Clasico,27.0,Norte,F,25000.0
324335.0,N,Emergente,44.0,Metropolitana,M,52000.0
324336.0,N,Emergente,27.0,Norte,M,37000.0
324337.0,N,Emergente,46.0,Metropolitana,F,15000.0
324339.0,N,Clasico,36.0,Norte,M,44000.0
324344.0,N,Clasico,28.0,Norte,M,80000.0
324345.0,N,Clasico,36.0,Norte,F,66000.0
324351.0,N,Clasico,26.0,Metropolitana,F,15000.0
324354.0,N,Clasico,48.0,Metropolitana,M,52000.0
324357.0,N,Emergente,49.0,Metropolitana,F,61000.0
324360.0,N,Preferencial,45.0,Norte,M,40000.0
324374.0,N,Clasico,32.0,Norte,M,25000.0
324375.0,N,Clasico,30.0,Metropolitana,M,22500.0
324378.0,N,Prestige,27.0,Norte,M,96000.0
324381.0,N,Preferencial,30.0,Metropolitana,F,30000.0
324386.0,N,Clasico,47.0,Norte,F,79500.0
324395.0,N,Clasico,28.0,Metropolitana,M,37000.0
324396.0,N,Clasico,27.0,Metropolitana,F,40000.0
324406.0,N,Clasico,27.0,Metropolitana,M,26000.0
324409.0,N,Mi_Negocio,24.0,Metropolitana,M,32000.0
324412.0,N,Clasico,39.0,Metropolitana,F,20000.0
324413.0,N,Clasico,29.0,Metropolitana,M,15000.0
324415.0,N,Emergente,44.0,Norte,M,158000.0
324419.0,N,Emergente,28.0,Norte,M,50000.0
324433.0,N,Clasico,21.0,Norte,F,15000.0
324445.0,N,Clasico,25.0,Norte,M,15000.0
324446.0,N,Clasico,25.0,Norte,M,22500.0
324462.0,N,Prestige,45.0,Metropolitana,M,75000.0
324463.0,N,Emergente,28.0,Metropolitana,F,72000.0
324474.0,N,Prestige,48.0,Metropolitana,M,75000.0
324478.0,N,Clasico,37.0,Metropolitana,F,34000.0
324484.0,N,Emergente,49.0,Norte,M,45000.0
324485.0,N,Emergente,58.0,Metropolitana,M,32000.0
324487.0,N,Clasico,25.0,Norte,M,33000.0
324500.0,N,Emergente,27.0,Norte,M,53000.0
324508.0,N,Clasico,28.0,Metropolitana,M,22000.0
324516.0,N,Emergente,31.0,Norte,F,126000.0
324518.0,N,Clasico,39.0,Metropolitana,F,15000.0
324521.0,N,Mi_Negocio,66.0,Norte,M,125000.0
324534.0,N,Clasico,46.0,Metropolitana,M,15000.0
324535.0,N,Emergente,37.0,Norte,F,42000.0
324538.0,N,Clasico,63.0,Metropolitana,M,77000.0
324539.0,N,Preferencial,40.0,Norte,M,400000.0
324544.0,N,Emergente,29.0,Metropolitana,M,37000.0
324549.0,N,Emergente,25.0,Norte,M,150000.0
324561.0,N,Clasico,27.0,Metropolitana,F,144000.0
324566.0,N,Clasico,26.0,Norte,F,47000.0
324567.0,N,Clasico,51.0,Metropolitana,F,15000.0
324569.0,N,Clasico,26.0,Metropolitana,F,32000.0
324579.0,N,Emergente,35.0,Norte,M,138000.0
324593.0,N,Clasico,30.0,Metropolitana,M,27000.0
324600.0,N,Clasico,27.0,Metropolitana,F,25000.0
324607.0,N,Clasico,25.0,Metropolitana,F,37000.0
324611.0,N,Emergente,36.0,Metropolitana,M,48000.0
324613.0,N,Emergente,38.0,Metropolitana,M,38000.0
324614.0,N,Clasico,30.0,Metropolitana,M,26000.0
324615.0,N,Clasico,36.0,Norte,F,26000.0
324616.0,N,Preferencial,33.0,Norte,F,28000.0
324618.0,N,Emergente,27.0,Norte,M,115000.0
324619.0,N,Clasico,31.0,Metropolitana,M,25000.0
324622.0,N,Preferencial,28.0,Norte,F,53000.0
324635.0,N,Clasico,36.0,Norte,F,15000.0
324636.0,N,Clasico,24.0,Norte,F,20000.0
324661.0,N,Clasico,41.0,Norte,F,20000.0
324667.0,N,Clasico,26.0,Metropolitana,M,33000.0
324671.0,N,Clasico,30.0,Norte,F,33000.0
324683.0,N,Clasico,29.0,Metropolitana,F,168000.0
324688.0,N,Clasico,30.0,Metropolitana,F,15000.0
324693.0,N,Clasico,38.0,Metropolitana,M,60000.0
324695.0,N,Clasico,32.0,Norte,M,15000.0
324696.0,N,Clasico,44.0,Metropolitana,F,140000.0
324701.0,N,Preferencial,42.0,Metropolitana,M,90000.0
324708.0,N,Preferencial,26.0,Metropolitana,M,35000.0
324710.0,N,Emergente,34.0,Metropolitana,M,45000.0
324722.0,N,Clasico,25.0,Metropolitana,M,108000.0
324724.0,N,Preferencial,31.0,Metropolitana,M,100000.0
324725.0,N,Clasico,27.0,Norte,F,27000.0
324726.0,N,Clasico,30.0,Metropolitana,M,21000.0
324727.0,N,Clasico,28.0,Metropolitana,F,25000.0
324737.0,N,Clasico,29.0,Metropolitana,M,53000.0
324739.0,N,Emergente,33.0,Metropolitana,F,39000.0
324741.0,N,Emergente,28.0,Metropolitana,M,57000.0
324744.0,N,Clasico,28.0,Metropolitana,F,53000.0
324761.0,N,Clasico,26.0,Metropolitana,M,22500.0
324763.0,N,Emergente,58.0,Norte,F,28000.0
324778.0,N,Prestige,34.0,Norte,M,150000.0
324787.0,N,Clasico,23.0,Norte,M,15000.0
324800.0,N,Emergente,27.0,Norte,M,42000.0
324807.0,N,Emergente,28.0,Norte,M,25000.0
324813.0,N,Clasico,25.0,Metropolitana,M,52500.0
324825.0,N,Clasico,39.0,Metropolitana,M,22500.0
324844.0,N,Prestige,27.0,Norte,F,42000.0
324846.0,N,Emergente,86.0,Metropolitana,M,200000.0
324853.0,N,Clasico,24.0,Metropolitana,F,20000.0
324862.0,N,Clasico,24.0,Metropolitana,M,22500.0
324872.0,N,Clasico,31.0,Metropolitana,M,52500.0
324873.0,N,Clasico,21.0,Metropolitana,M,25000.0
324877.0,N,Emergente,28.0,Metropolitana,M,105000.0
324887.0,N,Clasico,28.0,Norte,F,42000.0
324888.0,N,Clasico,34.0,Metropolitana,M,26000.0
324890.0,N,Clasico,25.0,Metropolitana,M,52500.0
324893.0,N,Preferencial,30.0,Metropolitana,F,30000.0
324897.0,N,Clasico,27.0,Metropolitana,M,25000.0
324899.0,N,Clasico,27.0,Norte,M,119000.0
324900.0,N,Clasico,29.0,Metropolitana,M,32000.0
324905.0,N,Clasico,28.0,Metropolitana,M,40000.0
324927.0,N,Emergente,26.0,Metropolitana,M,195000.0
324938.0,N,Emergente,27.0,Metropolitana,F,25000.0
324940.0,N,Clasico,38.0,Norte,M,15000.0
324943.0,N,Clasico,43.0,Norte,M,37500.0
324945.0,N,Emergente,42.0,Metropolitana,M,39000.0
324949.0,N,Clasico,41.0,Norte,M,46000.0
324954.0,N,Preferencial,27.0,Metropolitana,F,50000.0
324960.0,N,Clasico,29.0,Metropolitana,F,30000.0
324962.0,N,Clasico,49.0,Metropolitana,F,25000.0
325044.0,N,Clasico,30.0,Metropolitana,F,54000.0
325049.0,N,Emergente,53.0,Norte,F,63000.0
325054.0,N,Emergente,42.0,Norte,M,53000.0
325060.0,N,Clasico,57.0,Metropolitana,M,32000.0
325068.0,N,Emergente,31.0,Norte,M,53000.0
325069.0,N,Emergente,68.0,Metropolitana,M,48000.0
325071.0,N,Emergente,32.0,Metropolitana,M,50000.0
325076.0,N,Mi_Negocio,37.0,Norte,M,48000.0
325077.0,N,Clasico,38.0,Metropolitana,F,30000.0
325088.0,N,Emergente,29.0,Metropolitana,M,21000.0
325089.0,N,Emergente,35.0,Metropolitana,M,40500.0
325090.0,N,Emergente,28.0,Norte,F,27000.0
325095.0,N,Clasico,33.0,Norte,F,26000.0
325102.0,N,Emergente,37.0,Metropolitana,F,16000.0
325105.0,N,Clasico,28.0,Metropolitana,M,30000.0
325106.0,N,Emergente,45.0,Metropolitana,F,48000.0
325112.0,N,Clasico,28.0,Norte,F,26000.0
325114.0,N,Clasico,41.0,Metropolitana,M,26000.0
325122.0,N,Clasico,41.0,Metropolitana,F,25000.0
325123.0,N,Clasico,29.0,Norte,M,15000.0
325125.0,N,Emergente,56.0,Norte,M,25000.0
325133.0,N,Emergente,61.0,Norte,M,75000.0
325139.0,N,Clasico,37.0,Metropolitana,M,16000.0
325142.0,N,Clasico,33.0,Norte,M,16000.0
325143.0,N,Clasico,27.0,Metropolitana,M,50000.0
325151.0,N,,28.0,Norte,M,15000.0
325213.0,N,Clasico,29.0,Norte,M,10000.0
325216.0,N,Clasico,26.0,Norte,M,51000.0
325239.0,N,Emergente,48.0,Norte,M,42000.0
325259.0,N,Emergente,58.0,Metropolitana,M,31000.0
325261.0,N,Clasico,66.0,Metropolitana,M,42000.0
325266.0,N,Clasico,25.0,Metropolitana,F,26000.0
325269.0,N,Clasico,28.0,Metropolitana,M,80000.0
325292.0,N,Clasico,33.0,Metropolitana,F,22500.0
325295.0,N,Clasico,25.0,Metropolitana,F,25000.0
325300.0,N,Emergente,49.0,Norte,M,36000.0
325306.0,N,Clasico,41.0,Metropolitana,M,26000.0
325313.0,N,Clasico,26.0,Metropolitana,M,28000.0
325317.0,N,Clasico,28.0,Metropolitana,M,25000.0
325320.0,N,Clasico,27.0,Metropolitana,F,25000.0
325327.0,N,Clasico,28.0,Norte,M,25000.0
325335.0,N,Clasico,39.0,Norte,F,39000.0
325345.0,N,Clasico,36.0,Metropolitana,M,32000.0
325347.0,N,Clasico,53.0,Norte,F,27000.0
325348.0,N,Emergente,33.0,Norte,F,30000.0
325362.0,N,Clasico,38.0,Norte,F,15000.0
325365.0,N,Emergente,37.0,Norte,F,47000.0
325369.0,N,Clasico,32.0,Norte,M,64000.0
325380.0,N,Emergente,25.0,Metropolitana,F,15000.0
325381.0,N,Emergente,33.0,Norte,M,110000.0
325384.0,N,Emergente,28.0,Metropolitana,M,55000.0
325395.0,N,Clasico,25.0,Metropolitana,F,53000.0
325399.0,N,Clasico,27.0,Metropolitana,M,28000.0
325405.0,N,Clasico,27.0,Metropolitana,M,28000.0
325411.0,N,Emergente,38.0,Norte,F,60000.0
325413.0,N,Clasico,26.0,Metropolitana,M,53000.0
325432.0,N,Clasico,30.0,Norte,M,37000.0
325441.0,N,Emergente,37.0,Norte,F,39000.0
325443.0,N,Clasico,58.0,Norte,M,27000.0
325444.0,N,Mi_Negocio,64.0,Metropolitana,M,500000.0
325448.0,N,Clasico,32.0,Metropolitana,F,37000.0
325449.0,N,Preferencial,63.0,Norte,F,26000.0
325451.0,N,Clasico,27.0,Norte,F,42000.0
325452.0,N,Emergente,25.0,Norte,M,50000.0
325463.0,N,Emergente,34.0,Norte,F,164000.0
325473.0,N,Emergente,37.0,Norte,M,100000.0
325480.0,N,Emergente,25.0,Metropolitana,M,32000.0
325487.0,N,Clasico,24.0,Metropolitana,F,22500.0
325490.0,N,Clasico,27.0,Norte,F,42000.0
325513.0,N,Clasico,28.0,Norte,M,27000.0
325522.0,N,Mi_Negocio,38.0,Norte,M,45000.0
325531.0,N,Clasico,51.0,Metropolitana,M,22500.0
325541.0,N,Preferencial,35.0,Metropolitana,M,400000.0
325554.0,N,Emergente,35.0,Norte,M,60000.0
325564.0,N,Emergente,37.0,Metropolitana,F,294000.0
325576.0,N,Preferencial,27.0,Norte,M,15000.0
325577.0,N,Clasico,43.0,Norte,F,37000.0
325583.0,N,Clasico,26.0,Metropolitana,M,79000.0
325591.0,N,Emergente,27.0,Metropolitana,M,53000.0
325593.0,N,Clasico,29.0,Metropolitana,M,24000.0
